test,,train,
X,Y,X,Y
-0.31532940059970116,0.510831011190913,-0.5684322566531996,0.5282655469976916
-0.40224406680762925,0.5033349243745651,-0.4918685782010641,0.531317646213771
-0.25885941973015036,0.5295740341935653,-0.4157946460929658,0.5334973439423274
-0.2625422445694703,0.5230136955464588,-0.3394758408128489,0.5361132424146453
-0.26517283374041156,0.5183277393699541,-0.33849634812476026,0.5378580453896912
-0.14059982211202637,0.5492531794936968,-0.11174379083259822,0.5417799341127918
-0.17134848664347757,0.5422247128892368,-0.11174379083259822,0.5417799341127918
-0.17450519364860995,0.5366015654774312,0.040648946555617016,0.5465755303136662
-0.08225920005424214,0.5576869652908111,0.11672287866371533,0.5487552280422227
0.3335492615659881,0.5822031210433963,0.19304168394383225,0.5513711265145406
0.16883053631217138,0.5752550920100301,0.2703399819120378,0.5557318279619043
0.08500242806482206,0.5691647519614651,0.34739340670822116,0.5596563286655065
0.5351275517507439,0.5934236945506695,0.4990515245803735,0.5631433226350966
0.4978295552913181,0.5883701573806785,0.8001639017764752,0.5661915038804235
0.7030844070078395,0.6061399124965426,1.1010314058005584,0.568803484381989
0.6654857717860203,0.6005508374778082,1.2521997773286664,0.5714180768640562
0.9953616538221475,0.6152278882406249,1.4784625882767806,0.574467564099634
1.5605437371990334,0.6193573286636325,1.7037459065368097,0.5757722483601659
2.1192479947424765,0.6119476020019974,1.8544245317208734,0.5775144393547103
2.4946659518005383,0.6054392237543245,1.9304984638289682,0.5796941370832667
2.487329530890463,0.5991913489942654,2.1565164016050673,0.582307423575083
3.139496429519834,0.6150342768776436,2.3079296463051904,0.5853582168009116
3.2803937083923422,0.6272935239046789,2.534192457253308,0.5884077040364893
3.1698505056756474,0.6213598500556279,2.6105112625334286,0.5910236025088073
3.082339572588978,0.6087091713599564,2.8367740734815463,0.5940730897443851
2.9995637000100004,0.6044932137819934,2.987942445009651,0.5966876822264522
3.445550865174649,0.6350225456341292,3.139110816537759,0.5993022747085193
3.668314271204519,0.649877190394753,3.366353120173958,0.6040965649191429
3.5032338399396963,0.6422848423871174,3.517521491702066,0.6067111574012101
3.9952417012115475,0.659302065276404,3.5935954238101644,0.6088908551297665
4.28828933485449,0.6656699149452421,3.819368488414238,0.6110679408778213
4.618983622410461,0.672255787844568,3.8951975473503104,0.6128114378626164
5.370382190321475,0.673882778018027,4.121460358298428,0.6158609250981941
5.902667294677304,0.6671568876257625,4.121460358298428,0.6158609250981941
6.031902294891971,0.6586417289369604,4.273363349342599,0.6197841198115457
6.162715648609204,0.6529381439540611,4.348702661934627,0.6206552153088177
6.453264222539747,0.6453053043590387,4.649815039130736,0.6237033965541448
6.687570002847313,0.6373160792746109,4.800738537486822,0.6258817882924503
6.7128156874060245,0.6302014356317753,5.1013611683388795,0.6280575680502545
7.182580455799133,0.6553414502206336,5.2515500471789025,0.6289273575572758
7.213592179247684,0.662838512442744,5.326889359770931,0.629798453054548
7.205437352817764,0.6483120482955796,5.552662424375008,0.6319755388026028
7.418975428768981,0.670605882316553,5.628001736967036,0.632846634299875
7.200526919698671,0.6395649300994376,5.778925235323122,0.6350250260381807
7.66047917293033,0.6813292661194414,5.929603860507186,0.6367672170327249
7.381599140965179,0.6756439866967412,6.005677792615284,0.6389469147612813
8.032801490231865,0.6897687306487343,6.156111544627322,0.6402529050120641
8.51936403191987,0.6970860242526562,6.232430349907439,0.6428688034843819
8.844627614276277,0.7035470318526681,6.383598721435547,0.6454833959664491
9.330497434149262,0.7096303569967771,6.5340324734475885,0.6467893862172319
9.65549795758858,0.7156227689791383,6.684711098631652,0.6485315772117761
10.54400575596594,0.722761229285466,6.760540157567728,0.6502750741965712
11.51017731530009,0.7250092723334159,6.836614089675827,0.6524547719251276
12.530426272019746,0.7212761406078566,6.987537588031909,0.6546331636634333
13.29025316412369,0.7242753129014929,7.138950832732039,0.6576839568892618
13.765249882090117,0.7314522282459612,7.365948263196216,0.662042046356124
14.570889737267528,0.7342107225081482,7.517116634724328,0.6646566388381911
15.277387697238176,0.7445243356778944,7.742889699328398,0.6668337245862459
14.975496273334826,0.7387725148757844,7.966458905384275,0.6650850036404479
15.672903042396854,0.7533538957035462,8.039839232600134,0.6624664931876283
16.03159013916234,0.7579666964478684,8.188803745580039,0.6611552789758425
16.660025365485282,0.7519978144593104,8.41237295163592,0.6594065580300443
16.98978224467796,0.7460006724270875,8.637901143067971,0.6611474430343378
17.119324146962576,0.7380322086255442,8.864898573532152,0.6655055325011998
17.46381441328171,0.7309971947769255,8.94097250564025,0.6676852302297565
17.629487944975352,0.7237310008547952,9.166255823900276,0.6689899144902884
17.719614156925616,0.7160309963333003,9.39178401533233,0.6707307994945817
18.190514671754435,0.7363734175518853,9.692896392528432,0.6737789807399088
18.187007219526514,0.7301254759832124,9.993519023380497,0.6759547604977129
18.302636227973693,0.7451186651068391,10.069103209144547,0.6772620567387464
18.263951952776566,0.7239542307032568,10.669368978160577,0.6798688132793089
18.8820283643351,0.7586458950859599,11.04386168257254,0.6802984840718164
18.52135510315324,0.752768652246087,11.343259947564498,0.6802932601108133
19.414133224618105,0.7675139814122739,11.717752651976454,0.6807229309033207
20.170103171932844,0.7677350912007221,12.019109902344582,0.6842073128924093
20.455758850005438,0.7609354040135822,12.16954365435663,0.6855133031431921
20.890062858820407,0.7570116673126654,12.39507184578867,0.6872541881474854
21.503917105167275,0.7659936177865436,12.69544960346871,0.6889937671615282
22.150209021314872,0.7713712435423947,12.920977794900764,0.6907346521658216
