test,,train,
X,Y,X,Y
69.19196091153715,0.9789139443414441,70.63665672056482,0.9800164800682198
70.15535109679915,0.9791523304445306,71.59995343329913,0.9804336557486215
71.11871012455191,0.979450313073389,72.563187831015,0.9809700244805665
72.08213146732312,0.979629102650704,73.52637549246703,0.981595788001169
73.04552165258512,0.9798674887537907,74.48954757516444,0.9822513497846572
74.00889625909251,0.9801356731197631,75.45275081537106,0.9828473150423739
74.97231760186372,0.9803144626970781,76.4160475281054,0.9832644907227756
75.93564547210727,0.9806720418517081,77.3793442408397,0.9836816664031772
76.8989733423508,0.9810296210063382,78.34260979606479,0.9841584386093505
77.86233237010356,0.9813276036351964,79.30587535128988,0.9846352108155239
78.8256602403471,0.9816851827898264,80.26914090651496,0.9851119830216972
79.78898811059065,0.9820427619444564,81.23240646174006,0.9855887552278705
80.75233155958881,0.9823705428362006,82.19564085945592,0.9861251239598154
81.71567500858696,0.9826983237279447,83.15887525717179,0.9866614926917604
82.6790028788305,0.9830559028825747,84.12210965488765,0.9871978614237055
83.64233074907403,0.9834134820372047,85.08537521011273,0.9876746336298787
84.60568977682681,0.9837114646660631,86.04870308035628,0.9880322127845087
85.5690643833342,0.9839796490320355,87.0119997930906,0.9884493884649104
86.5324857261054,0.9841584386093505,87.97529650582491,0.988866564145312
87.49587591136739,0.9843968247124372,88.93862437606845,0.989224143299942
88.45932841164783,0.9845160177639806,89.90192108880277,0.9896413189803437
89.42267186064599,0.9848437986557247,90.86521780153709,0.9900584946607454
90.38606204590799,0.9850821847588114,91.82848335676216,0.9905352668669186
91.34942107366076,0.9853801673876696,92.79174891198727,0.991012039073092
92.3127489439043,0.9857377465422996,93.75504562472157,0.9914292147534937
93.27610797165705,0.986035729171158,94.71831117994667,0.9919059869596669
94.2394358419006,0.986393308325788,95.68167020769943,0.9922039695885253
95.20281044840799,0.9866614926917604,96.64509155047064,0.9923827591658403
96.16632526370688,0.9866614926917604,97.60841942071418,0.9927403383204703
97.12993355153345,0.9864827031144454,98.57180960597618,0.992978724423557
98.09354183936003,0.9863039135371304,99.53521536999278,0.9931873122637578
99.05705665465892,0.9863039135371304,,
99.6993998648582,0.9863039135371304,,
